sampledate,year4,month,daynum,max_air_temp_adjusted,max_air_temp_raw,min_air_temp_adjusted,min_air_temp_raw,ave_air_temp_adjusted,ave_air_temp_raw,range_air_temp_adjusted,precip_raw_mm,snow_raw_cm,snow_depth_cm,data_status
6/2/77,1977,6,153,20.6,20.6,8.3,8.3,13.9,13.9,12.3,0,0,0,F
6/3/77,1977,6,154,25,25,4.4,4.4,16.6,16.6,20.6,0,0,0,F
6/4/77,1977,6,155,32.2,32.2,12.2,12.2,23.9,23.9,20,0,0,0,F
6/5/77,1977,6,156,28.3,28.3,17.8,17.8,23,23,10.5,17.8,0,0,F
6/6/77,1977,6,157,21.7,21.7,7.2,7.2,15.7,15.7,14.5,0,0,0,F
6/7/77,1977,6,158,19.4,19.4,3.3,3.3,12.6,12.6,16.1,1.8,0,0,F
6/8/77,1977,6,159,15,15,4.4,4.4,10.9,10.9,10.6,6.6,0,0,F
6/9/77,1977,6,160,19.4,19.4,1.1,1.1,12.2,12.2,18.3,0,0,0,F
6/10/77,1977,6,161,23.3,23.3,7.8,7.8,16.9,16.9,15.5,2,0,0,F
6/11/77,1977,6,162,24.4,24.4,13.3,13.3,18,18,11.1,4.3,0,0,F
6/12/77,1977,6,163,19.4,19.4,9.4,9.4,14,14,10,0,0,0,F
6/13/77,1977,6,164,21.1,21.1,8.9,8.9,14.9,14.9,12.2,0,0,0,F
6/14/77,1977,6,165,25,25,5.6,5.6,16.7,16.7,19.4,0,0,0,F
6/15/77,1977,6,166,25.6,25.6,7.2,7.2,18.4,18.4,18.4,0,0,0,F
6/17/77,1977,6,168,30.6,30.6,13.3,13.3,22,22,17.3,9.4,0,0,F
6/18/77,1977,6,169,26.7,26.7,16.7,16.7,21.8,21.8,10,0,0,0,F
6/19/77,1977,6,170,27.8,27.8,12.2,12.2,21.1,21.1,15.6,0,0,0,F
6/20/77,1977,6,171,23.9,23.9,11.7,11.7,18.5,18.5,12.2,0,0,0,F
6/21/77,1977,6,172,25.6,25.6,8.3,8.3,18.2,18.2,17.3,0,0,0,F
6/22/77,1977,6,173,26.7,26.7,12.8,12.8,19.8,19.8,13.9,0,0,0,F
6/23/77,1977,6,174,20.6,20.6,12.2,12.2,17.5,17.5,8.4,0,0,0,F
6/24/77,1977,6,175,33.9,33.9,15,15,23.6,23.6,18.9,0,0,0,F
6/25/77,1977,6,176,31.1,31.1,14.4,14.4,23.1,23.1,16.7,0,0,0,F
6/26/77,1977,6,177,32.8,32.8,12.8,12.8,24.6,24.6,20,0,0,0,F
6/27/77,1977,6,178,32.8,32.8,17.2,17.2,25.9,25.9,15.6,1,0,0,F
6/28/77,1977,6,179,30,30,16.1,16.1,22.6,22.6,13.9,1,0,0,F
5/14/82,1982,5,134,29.4,29.4,13.9,13.9,21.7,21.7,15.5,0,0,0,F
5/15/82,1982,5,135,26.7,26.7,11.7,11.7,19.2,19.2,15,2.8,0,0,F
5/16/82,1982,5,136,25.6,25.6,11.1,11.1,18.3,18.3,14.5,13,0,0,F
5/17/82,1982,5,137,27.2,27.2,12.8,12.8,20,20,14.4,3,0,0,F
5/18/82,1982,5,138,23.3,23.3,14.4,14.4,18.9,18.9,8.9,3.6,0,0,F
5/19/82,1982,5,139,23.9,23.9,13.3,13.3,18.6,18.6,10.6,15.5,0,0,F
5/20/82,1982,5,140,17.8,17.8,6.7,6.7,12.2,12.2,11.1,0,0,0,F
5/21/82,1982,5,141,12.8,12.8,6.1,6.1,9.4,9.4,6.7,5.3,0,0,F
5/22/82,1982,5,142,11.7,11.7,8.3,8.3,10,10,3.4,2.8,0,0,F
5/23/82,1982,5,143,13.3,13.3,8.3,8.3,10.8,10.8,5,0,0,0,F
5/24/82,1982,5,144,15.6,15.6,6.7,6.7,11.1,11.1,8.9,0,0,0,F
5/25/82,1982,5,145,17.2,17.2,6.1,6.1,11.7,11.7,11.1,0,0,0,F
5/26/82,1982,5,146,16.7,16.7,11.1,11.1,13.9,13.9,5.6,4.8,0,0,F
5/27/82,1982,5,147,18.3,18.3,13.9,13.9,16.1,16.1,4.4,6.6,0,0,F
5/28/82,1982,5,148,21.7,21.7,13.9,13.9,17.8,17.8,7.8,0,0,0,F
5/29/82,1982,5,149,21.7,21.7,11.7,11.7,16.7,16.7,10,9.4,0,0,F
5/30/82,1982,5,150,26.7,26.7,13.9,13.9,20.3,20.3,12.8,0.3,0,0,F
5/31/82,1982,5,151,21.1,21.1,11.1,11.1,16.1,16.1,10,0,0,0,F
6/1/82,1982,6,152,21.1,21.1,7.8,7.8,14.4,14.4,13.3,0,0,0,F
6/2/82,1982,6,153,18.9,18.9,6.7,6.7,12.8,12.8,12.2,0,0,0,F
6/3/82,1982,6,154,16.7,16.7,5,5,10.8,10.8,11.7,0,0,0,F
6/4/82,1982,6,155,19.4,19.4,1.7,1.7,10.6,10.6,17.7,0,0,0,F
6/5/82,1982,6,156,22.2,22.2,1.7,1.7,11.9,11.9,20.5,0,0,0,F
6/6/82,1982,6,157,20.6,20.6,2.2,2.2,11.4,11.4,18.4,1,0,0,F
6/7/82,1982,6,158,26.1,26.1,12.2,12.2,19.2,19.2,13.9,13.2,0,0,F
6/8/82,1982,6,159,25,25,7.8,7.8,16.4,16.4,17.2,0,0,0,F
6/9/82,1982,6,160,25,25,12.8,12.8,18.9,18.9,12.2,0,0,0,F
6/10/82,1982,6,161,21.1,21.1,6.1,6.1,13.6,13.6,15,0,0,0,F
6/11/82,1982,6,162,24.4,24.4,2.8,2.8,13.6,13.6,21.6,0.8,0,0,F
6/12/82,1982,6,163,24.4,24.4,10,10,17.2,17.2,14.4,0.3,0,0,F
6/14/82,1982,6,165,25,25,8.3,8.3,16.7,16.7,16.7,8.6,0,0,F
6/15/82,1982,6,166,21.7,21.7,11.1,11.1,16.4,16.4,10.6,26.4,0,0,F
6/16/82,1982,6,167,20,20,5.6,5.6,12.8,12.8,14.4,0,0,0,F
6/17/82,1982,6,168,22.2,22.2,10,10,16.1,16.1,12.2,6.6,0,0,F
6/18/82,1982,6,169,14.4,14.4,7.8,7.8,11.1,11.1,6.6,0.8,0,0,F
6/19/82,1982,6,170,21.7,21.7,3.3,3.3,12.5,12.5,18.4,0,0,0,F
6/20/82,1982,6,171,22.2,22.2,10,10,16.1,16.1,12.2,6.6,0,0,F
6/21/82,1982,6,172,23.9,23.9,8.3,8.3,16.1,16.1,15.6,0,0,0,F
6/22/82,1982,6,173,22.2,22.2,6.7,6.7,14.4,14.4,15.5,0,0,0,F
6/23/82,1982,6,174,23.9,23.9,8.3,8.3,16.1,16.1,15.6,0,0,0,F
6/24/82,1982,6,175,26.7,26.7,13.3,13.3,20,20,13.4,0,0,0,F
6/25/82,1982,6,176,22.2,22.2,12.2,12.2,17.2,17.2,10,8.9,0,0,F
6/26/82,1982,6,177,22.8,22.8,9.4,9.4,16.1,16.1,13.4,3.3,0,0,F
6/27/82,1982,6,178,26.1,26.1,14.4,14.4,20.3,20.3,11.7,0,0,0,F
6/28/82,1982,6,179,28.3,28.3,15,15,21.7,21.7,13.3,0,0,0,F
6/29/82,1982,6,180,21.1,21.1,10,10,15.6,15.6,11.1,9.9,0,0,F
6/30/82,1982,6,181,22.8,22.8,7.2,7.2,15,15,15.6,0,0,0,F
7/1/82,1982,7,182,25,25,7.2,7.2,16.1,16.1,17.8,0,0,0,F
7/2/82,1982,7,183,23.9,23.9,11.1,11.1,17.5,17.5,12.8,1.3,0,0,F
7/3/82,1982,7,184,27.8,27.8,16.7,16.7,22.2,22.2,11.1,1.8,0,0,F
7/4/82,1982,7,185,31.1,31.1,13.3,13.3,22.2,22.2,17.8,0,0,0,F
7/5/82,1982,7,186,32.2,32.2,20.6,20.6,26.4,26.4,11.6,0,0,0,F
7/6/82,1982,7,187,28.3,28.3,18.9,18.9,23.6,23.6,9.4,10.7,0,0,F
7/7/82,1982,7,188,27.8,27.8,15.6,15.6,21.7,21.7,12.2,0,0,0,F
7/8/82,1982,7,189,26.1,26.1,10.6,10.6,18.3,18.3,15.5,0,0,0,F
7/9/82,1982,7,190,27.8,27.8,16.7,16.7,22.2,22.2,11.1,0,0,0,F
7/10/82,1982,7,191,26.7,26.7,18.9,18.9,22.8,22.8,7.8,8.1,0,0,F
7/11/82,1982,7,192,25.6,25.6,15,15,20.3,20.3,10.6,3.6,0,0,F
7/12/82,1982,7,193,27.8,27.8,13.9,13.9,20.8,20.8,13.9,0,0,0,F
7/13/82,1982,7,194,27.8,27.8,15,15,21.4,21.4,12.8,0,0,0,F
7/14/82,1982,7,195,29.4,29.4,15,15,22.2,22.2,14.4,0,0,0,F
7/15/82,1982,7,196,27.8,27.8,19.4,19.4,23.6,23.6,8.4,2.3,0,0,F
7/17/82,1982,7,198,32.8,32.8,22.2,22.2,27.5,27.5,10.6,0,0,0,F
7/18/82,1982,7,199,26.7,26.7,18.9,18.9,22.8,22.8,7.8,1.3,0,0,F
7/19/82,1982,7,200,26.7,26.7,15.6,15.6,21.1,21.1,11.1,0,0,0,F
7/20/82,1982,7,201,27.8,27.8,11.7,11.7,19.7,19.7,16.1,0,0,0,F
7/21/82,1982,7,202,27.2,27.2,13.3,13.3,20.3,20.3,13.9,35.6,0,0,F
7/22/82,1982,7,203,28.3,28.3,15.6,15.6,21.9,21.9,12.7,19.1,0,0,F
7/23/82,1982,7,204,27.2,27.2,11.7,11.7,19.4,19.4,15.5,0,0,0,F
7/24/82,1982,7,205,28.9,28.9,13.3,13.3,21.1,21.1,15.6,0,0,0,F
7/25/82,1982,7,206,30.6,30.6,21.1,21.1,25.8,25.8,9.5,0,0,0,F
7/26/82,1982,7,207,30,30,20,20,25,25,10,0,0,0,F
7/27/82,1982,7,208,22.8,22.8,15,15,18.9,18.9,7.8,2.3,0,0,F
7/28/82,1982,7,209,27.2,27.2,13.3,13.3,20.3,20.3,13.9,0,0,0,F
7/29/82,1982,7,210,27.2,27.2,11.7,11.7,19.4,19.4,15.5,2.3,0,0,F
7/30/82,1982,7,211,26.1,26.1,15,15,20.6,20.6,11.1,0,0,0,F
7/31/82,1982,7,212,28.3,28.3,12.2,12.2,20.3,20.3,16.1,0,0,0,F
8/1/82,1982,8,213,28.3,28.3,17.2,17.2,22.8,22.8,11.1,0,0,0,F
8/2/82,1982,8,214,26.7,26.7,17.2,17.2,21.9,21.9,9.5,0,0,0,F
8/3/82,1982,8,215,34.4,34.4,19.4,19.4,26.9,26.9,15,12.7,0,0,F
8/4/82,1982,8,216,28.3,28.3,19.4,19.4,23.9,23.9,8.9,7.4,0,0,F
8/5/82,1982,8,217,23.3,23.3,17.2,17.2,20.3,20.3,6.1,3.8,0,0,F
8/6/82,1982,8,218,27.8,27.8,19.4,19.4,23.6,23.6,8.4,0,0,0,F
8/7/82,1982,8,219,29.4,29.4,16.7,16.7,23.1,23.1,12.7,0,0,0,F
8/8/82,1982,8,220,26.7,26.7,15.6,15.6,21.1,21.1,11.1,0,0,0,F
8/9/82,1982,8,221,20.6,20.6,10,10,15.3,15.3,10.6,0,0,0,F
8/10/82,1982,8,222,21.7,21.7,6.7,6.7,14.2,14.2,15,0,0,0,F
8/11/82,1982,8,223,22.2,22.2,5.6,5.6,13.9,13.9,16.6,0,0,0,F
8/12/82,1982,8,224,23.3,23.3,6.1,6.1,14.7,14.7,17.2,0,0,0,F
8/13/82,1982,8,225,25,25,7.8,7.8,16.4,16.4,17.2,0,0,0,F
8/14/82,1982,8,226,25,25,15.6,15.6,20.3,20.3,9.4,0,0,0,F
8/15/82,1982,8,227,27.2,27.2,13.9,13.9,20.6,20.6,13.3,0,0,0,F
8/16/82,1982,8,228,29.4,29.4,14.4,14.4,21.9,21.9,15,0,0,0,F
8/17/82,1982,8,229,27.2,27.2,15,15,21.1,21.1,12.2,0,0,0,F
8/18/82,1982,8,230,27.8,27.8,13.3,13.3,20.6,20.6,14.5,0,0,0,F
8/19/82,1982,8,231,30,30,21.1,21.1,25.6,25.6,8.9,0,0,0,F
8/20/82,1982,8,232,27.8,27.8,13.3,13.3,20.6,20.6,14.5,0,0,0,F
8/21/82,1982,8,233,26.1,26.1,10,10,18.1,18.1,16.1,0,0,0,F
8/23/82,1982,8,235,26.7,26.7,10,10,18.3,18.3,16.7,7.1,0,0,F
8/24/82,1982,8,236,21.7,21.7,11.1,11.1,16.4,16.4,10.6,7.9,0,0,F
8/25/82,1982,8,237,23.9,23.9,9.4,9.4,16.7,16.7,14.5,0,0,0,F
8/26/82,1982,8,238,25,25,15.6,15.6,20.3,20.3,9.4,0,0,0,F
8/27/82,1982,8,239,20,20,5.6,5.6,12.8,12.8,14.4,0,0,0,F
8/28/82,1982,8,240,20.6,20.6,3.3,3.3,11.9,11.9,17.3,0,0,0,F
8/29/82,1982,8,241,17.2,17.2,7.8,7.8,12.5,12.5,9.4,26.7,0,0,F
8/30/82,1982,8,242,24.4,24.4,12.2,12.2,18.3,18.3,12.2,0,0,0,F
8/31/82,1982,8,243,22.2,22.2,13.9,13.9,18.1,18.1,8.3,0,0,0,F
9/1/82,1982,9,244,25,25,15,15,20,20,10,7.9,0,0,F
9/2/82,1982,9,245,22.8,22.8,11.7,11.7,17.2,17.2,11.1,0.8,0,0,F
9/3/82,1982,9,246,22.2,22.2,7.8,7.8,15,15,14.4,0,0,0,F
9/4/82,1982,9,247,23.3,23.3,3.9,3.9,13.6,13.6,19.4,0,0,0,F
9/5/82,1982,9,248,25.6,25.6,14.4,14.4,20,20,11.2,0.3,0,0,F
9/6/82,1982,9,249,17.2,17.2,10,10,13.6,13.6,7.2,0.3,0,0,F
9/7/82,1982,9,250,20.6,20.6,8.3,8.3,14.4,14.4,12.3,0,0,0,F
9/8/82,1982,9,251,22.8,22.8,5,5,13.9,13.9,17.8,0,0,0,F
9/9/82,1982,9,252,27.2,27.2,11.7,11.7,19.4,19.4,15.5,0,0,0,F
9/10/82,1982,9,253,27.8,27.8,13.3,13.3,20.6,20.6,14.5,0,0,0,F
9/11/82,1982,9,254,30,30,18.9,18.9,24.4,24.4,11.1,0,0,0,F
9/12/82,1982,9,255,26.7,26.7,18.9,18.9,22.8,22.8,7.8,0,0,0,F
9/13/82,1982,9,256,27.2,27.2,20,20,23.6,23.6,7.2,0.5,0,0,F
9/14/82,1982,9,257,21.7,21.7,11.7,11.7,16.7,16.7,10,0,0,0,F
8/9/87,1987,8,221,26.1,26.1,16.1,16.1,21.1,21.1,10,6.1,0,0,F
8/10/87,1987,8,222,26.7,26.7,13.9,13.9,20.3,20.3,12.8,0,0,0,F
8/11/87,1987,8,223,27.2,27.2,15.6,15.6,21.4,21.4,11.6,0,0,0,F
8/12/87,1987,8,224,27.8,27.8,16.7,16.7,22.2,22.2,11.1,0,0,0,F
8/13/87,1987,8,225,23.3,23.3,17.2,17.2,20.3,20.3,6.1,1.5,0,0,F
8/14/87,1987,8,226,27.2,27.2,20.6,20.6,23.9,23.9,6.6,19.6,0,0,F
8/15/87,1987,8,227,31.7,31.7,22.2,22.2,26.9,26.9,9.5,1.5,0,0,F
8/16/87,1987,8,228,30.6,30.6,20.6,20.6,25.6,25.6,10,69.6,0,0,F
8/17/87,1987,8,229,26.1,26.1,15.6,15.6,20.8,20.8,10.5,0,0,0,F
8/18/87,1987,8,230,25,25,13.3,13.3,19.2,19.2,11.7,6.6,0,0,F
8/19/87,1987,8,231,23.9,23.9,12.8,12.8,18.3,18.3,11.1,0,0,0,F
8/20/87,1987,8,232,27.2,27.2,10.6,10.6,18.9,18.9,16.6,0,0,0,F
8/21/87,1987,8,233,28.9,28.9,18.9,18.9,23.9,23.9,10,0.8,0,0,F
8/22/87,1987,8,234,23.3,23.3,11.7,11.7,17.5,17.5,11.6,0,0,0,F
8/23/87,1987,8,235,20.6,20.6,8.9,8.9,14.7,14.7,11.7,0,0,0,F
8/24/87,1987,8,236,20.6,20.6,6.1,6.1,13.3,13.3,14.5,0,0,0,F
8/25/87,1987,8,237,16.7,16.7,12.2,12.2,14.4,14.4,4.5,0,0,0,F
8/26/87,1987,8,238,15.6,15.6,13.9,13.9,14.7,14.7,1.7,22.9,0,0,F
8/27/87,1987,8,239,21.1,21.1,14.4,14.4,17.8,17.8,6.7,0,0,0,F
8/28/87,1987,8,240,21.1,21.1,10,10,15.6,15.6,11.1,3.6,0,0,F
8/29/87,1987,8,241,23.3,23.3,8.3,8.3,15.8,15.8,15,0,0,0,F
8/30/87,1987,8,242,23.9,23.9,13.9,13.9,18.9,18.9,10,0,0,0,F
8/31/87,1987,8,243,20,20,9.4,9.4,14.7,14.7,10.6,0,0,0,F
9/2/87,1987,9,245,21.7,21.7,8.3,8.3,15,15,13.4,0,0,0,F
9/3/87,1987,9,246,22.2,22.2,5.6,5.6,13.9,13.9,16.6,0,0,0,F
9/4/87,1987,9,247,26.1,26.1,6.1,6.1,16.1,16.1,20,0,0,0,F
9/5/87,1987,9,248,28.9,28.9,13.9,13.9,21.4,21.4,15,0,0,0,F
9/6/87,1987,9,249,27.8,27.8,13.9,13.9,20.8,20.8,13.9,0.3,0,0,F
9/7/87,1987,9,250,22.8,22.8,16.1,16.1,19.4,19.4,6.7,1,0,0,F
9/8/87,1987,9,251,25.6,25.6,13.3,13.3,19.4,19.4,12.3,0,0,0,F
9/9/87,1987,9,252,23.3,23.3,8.9,8.9,16.1,16.1,14.4,0,0,0,F
9/10/87,1987,9,253,20.6,20.6,9.4,9.4,15,15,11.2,0.3,0,0,F
9/11/87,1987,9,254,25.6,25.6,10.6,10.6,18.1,18.1,15,0,0,0,F
9/12/87,1987,9,255,21.1,21.1,11.7,11.7,16.4,16.4,9.4,0,0,0,F
9/13/87,1987,9,256,18.9,18.9,7.2,7.2,13.1,13.1,11.7,9.9,0,0,F
9/14/87,1987,9,257,22.2,22.2,4.4,4.4,13.3,13.3,17.8,1,0,0,F
9/15/87,1987,9,258,24.4,24.4,13.3,13.3,18.9,18.9,11.1,0,0,0,F
9/16/87,1987,9,259,22.2,22.2,17.2,17.2,19.7,19.7,5,30.5,0,0,F
9/17/87,1987,9,260,21.1,21.1,16.7,16.7,18.9,18.9,4.4,28.4,0,0,F
9/18/87,1987,9,261,16.7,16.7,8.9,8.9,12.8,12.8,7.8,5.8,0,0,F
9/19/87,1987,9,262,17.8,17.8,8.3,8.3,13.1,13.1,9.5,3.6,0,0,F
9/20/87,1987,9,263,16.7,16.7,9.4,9.4,13.1,13.1,7.3,8.4,0,0,F
9/21/87,1987,9,264,17.2,17.2,10,10,13.6,13.6,7.2,1.5,0,0,F
9/22/87,1987,9,265,18.9,18.9,9.4,9.4,14.2,14.2,9.5,0,0,0,F
9/23/87,1987,9,266,22.8,22.8,8.3,8.3,15.6,15.6,14.5,0,0,0,F
9/24/87,1987,9,267,19.4,19.4,5.6,5.6,12.5,12.5,13.8,0,0,0,F
9/25/87,1987,9,268,20,20,1.7,1.7,10.8,10.8,18.3,0,0,0,F
9/26/87,1987,9,269,26.1,26.1,8.3,8.3,17.2,17.2,17.8,0,0,0,F
9/27/87,1987,9,270,27.8,27.8,13.3,13.3,20.6,20.6,14.5,0,0,0,F
9/28/87,1987,9,271,24.4,24.4,13.9,13.9,19.2,19.2,10.5,0.8,0,0,F
9/29/87,1987,9,272,17.8,17.8,8.9,8.9,13.3,13.3,8.9,0,0,0,F
9/30/87,1987,9,273,17.2,17.2,2.2,2.2,9.7,9.7,15,0,0,0,F
10/1/87,1987,10,274,22.2,22.2,1.1,1.1,11.7,11.7,21.1,0.3,0,0,F
10/2/87,1987,10,275,11.1,11.1,-1.7,-1.7,4.7,4.7,12.8,0,0,0,F
10/3/87,1987,10,276,12.8,12.8,-3.3,-3.3,4.7,4.7,16.1,0,0,0,F
10/4/87,1987,10,277,20,20,3.3,3.3,11.7,11.7,16.7,0,0,0,F
10/5/87,1987,10,278,18.3,18.3,8.9,8.9,13.6,13.6,9.4,0,0,0,F
10/6/87,1987,10,279,10,10,3.9,3.9,6.9,6.9,6.1,2.5,0,0,F
10/7/87,1987,10,280,6.7,6.7,-3.3,-3.3,1.7,1.7,10,0,0,0,F
10/8/87,1987,10,281,12.2,12.2,-5.6,-5.6,3.3,3.3,17.8,0,0,0,F
10/9/87,1987,10,282,12.2,12.2,2.8,2.8,7.5,7.5,9.4,0,0,0,F
10/10/87,1987,10,283,7.2,7.2,-0.6,-0.6,3.3,3.3,7.8,0,0,0,F
10/11/87,1987,10,284,8.3,8.3,-5,-5,1.7,1.7,13.3,0,0,0,F
10/12/87,1987,10,285,15.6,15.6,-1.7,-1.7,6.9,6.9,17.3,0,0,0,F
10/13/87,1987,10,286,19.4,19.4,-2.8,-2.8,8.3,8.3,22.2,0,0,0,F
10/14/87,1987,10,287,16.7,16.7,10,10,13.3,13.3,6.7,0.5,0,0,F
10/15/87,1987,10,288,22.2,22.2,9.4,9.4,15.8,15.8,12.8,0,0,0,F
10/16/87,1987,10,289,13.9,13.9,9.4,9.4,11.7,11.7,4.5,9.7,0,0,F
10/17/87,1987,10,290,11.1,11.1,2.8,2.8,6.9,6.9,8.3,0,0,0,F
10/18/87,1987,10,291,15,15,2.8,2.8,8.9,8.9,12.2,0,0,0,F
10/19/87,1987,10,292,13.3,13.3,0,0,6.7,6.7,13.3,0,0,0,F
10/20/87,1987,10,293,7.8,7.8,-1.7,-1.7,3.1,3.1,9.5,0.3,0,0,F
10/21/87,1987,10,294,6.7,6.7,-0.6,-0.6,3.1,3.1,7.3,0,0,0,F
10/22/87,1987,10,295,12.8,12.8,-1.1,-1.1,5.8,5.8,13.9,2.8,1.02,0.13,F
10/23/87,1987,10,296,5.6,5.6,-3.9,-3.9,0.8,0.8,9.5,0,0,0,F
10/24/87,1987,10,297,7.8,7.8,-3.9,-3.9,1.9,1.9,11.7,7.9,0,0,F
10/25/87,1987,10,298,10,10,-6.1,-6.1,1.9,1.9,16.1,0,0,0,F
10/26/87,1987,10,299,7.8,7.8,-1.7,-1.7,3.1,3.1,9.5,4.6,0,0,F
10/27/87,1987,10,300,8.9,8.9,1.1,1.1,5,5,7.8,0,0,0,F
10/28/87,1987,10,301,7.2,7.2,-3.3,-3.3,1.9,1.9,10.5,0,0,0,F
10/29/87,1987,10,302,12.2,12.2,-3.9,-3.9,4.2,4.2,16.1,0,0,0,F
10/30/87,1987,10,303,18.3,18.3,1.7,1.7,10,10,16.6,0,0,0,F
10/31/87,1987,10,304,12.8,12.8,-0.6,-0.6,6.1,6.1,13.4,3,0,0,F
11/1/87,1987,11,305,14.4,14.4,7.8,7.8,11.1,11.1,6.6,4.8,0,0,F
11/2/87,1987,11,306,18.3,18.3,13.3,13.3,15.8,15.8,5,0.8,0,0,F
11/3/87,1987,11,307,22.2,22.2,11.7,11.7,16.9,16.9,10.5,0,0,0,F
11/4/87,1987,11,308,18.3,18.3,6.1,6.1,12.2,12.2,12.2,0,0,0,F
11/5/87,1987,11,309,7.8,7.8,0,0,3.9,3.9,7.8,0,0,0,F
11/6/87,1987,11,310,9.4,9.4,-2.2,-2.2,3.6,3.6,11.6,0,0,0,F
11/7/87,1987,11,311,10.6,10.6,-3.3,-3.3,3.6,3.6,13.9,9.9,0,0,F
11/8/87,1987,11,312,12.2,12.2,-0.6,-0.6,5.8,5.8,12.8,2.5,0,0,F
11/9/87,1987,11,313,3.9,3.9,-5,-5,-0.6,-0.6,8.9,0,0,0,F
11/10/87,1987,11,314,3.3,3.3,-7.8,-7.8,-2.2,-2.2,11.1,0,0,0,F
11/11/87,1987,11,315,7.2,7.2,-7.8,-7.8,-0.3,-0.3,15,0,0,0,F
11/12/87,1987,11,316,13.9,13.9,-2.2,-2.2,5.8,5.8,16.1,0,0,0,F
11/13/87,1987,11,317,10,10,-1.1,-1.1,4.4,4.4,11.1,0,0,0,F
11/14/87,1987,11,318,13.3,13.3,-4.4,-4.4,4.4,4.4,17.7,0,0,0,F
11/15/87,1987,11,319,14.4,14.4,-0.6,-0.6,6.9,6.9,15,0.3,0,0,F
11/16/87,1987,11,320,13.9,13.9,8.9,8.9,11.4,11.4,5,16.5,0,0,F
11/17/87,1987,11,321,13.9,13.9,2.8,2.8,8.3,8.3,11.1,6.4,0,0,F
11/18/87,1987,11,322,5.6,5.6,0,0,2.8,2.8,5.6,1,0.76,0.13,F
11/19/87,1987,11,323,7.8,7.8,-2.8,-2.8,2.5,2.5,10.6,0.3,0.51,0,F
11/20/87,1987,11,324,-1.1,-1.1,-8.3,-8.3,-4.7,-4.7,7.2,0,0,0.13,F
11/21/87,1987,11,325,0.6,0.6,-11.1,-11.1,-5.3,-5.3,11.7,0,0,0,F
11/22/87,1987,11,326,10,10,-2.2,-2.2,3.9,3.9,12.2,0.8,0,0,F
11/23/87,1987,11,327,8.3,8.3,2.2,2.2,5.3,5.3,6.1,1,0,0,F
11/24/87,1987,11,328,2.8,2.8,-2.8,-2.8,0,0,5.6,2.5,0.76,0,F
11/25/87,1987,11,329,2.2,2.2,0.6,0.6,1.4,1.4,1.6,5.3,7.62,7.62,F
11/26/87,1987,11,330,2.2,2.2,0.6,0.6,1.4,1.4,1.6,0.5,0,0.13,F
11/27/87,1987,11,331,2.8,2.8,1.1,1.1,1.9,1.9,1.7,0.8,0,0,F
11/28/87,1987,11,332,7.8,7.8,2.8,2.8,5.3,5.3,5,25.9,0,0,F
11/29/87,1987,11,333,6.7,6.7,3.3,3.3,5,5,3.4,2,0,0,F
11/30/87,1987,11,334,3.3,3.3,0,0,1.7,1.7,3.3,1,0.25,0,F
12/1/87,1987,12,335,1.1,1.1,-2.8,-2.8,-0.8,-0.8,3.9,0,0,0,F
12/2/87,1987,12,336,-1.1,-1.1,-3.9,-3.9,-2.5,-2.5,2.8,0.3,0.51,0.13,F
12/3/87,1987,12,337,-0.6,-0.6,-6.7,-6.7,-3.6,-3.6,6.1,7.1,6.35,2.54,F
12/4/87,1987,12,338,-1.7,-1.7,-10.6,-10.6,-6.1,-6.1,8.9,0,0,7.62,F
12/5/87,1987,12,339,-1.1,-1.1,-12.2,-12.2,-6.7,-6.7,11.1,0,0,7.62,F
12/6/87,1987,12,340,1.1,1.1,-6.7,-6.7,-2.8,-2.8,7.8,6.6,10.92,5.08,F
8/4/72,1972,8,217,22.2,22.2,5,5,14,14,17.2,0,0,0,F
8/5/72,1972,8,218,24.4,24.4,10,10,18.1,18.1,14.4,1.8,0,0,F
8/6/72,1972,8,219,26.1,26.1,15.6,15.6,19.7,19.7,10.5,16.5,0,0,F
8/7/72,1972,8,220,21.1,21.1,10.6,10.6,15.4,15.4,10.5,0.8,0,0,F
8/8/72,1972,8,221,19.4,19.4,7.8,7.8,13.8,13.8,11.6,0.5,0,0,F
8/9/72,1972,8,222,21.7,21.7,4.4,4.4,14.4,14.4,17.3,0,0,0,F
8/10/72,1972,8,223,23.3,23.3,8.3,8.3,17.7,17.7,15,0,0,0,F
8/11/72,1972,8,224,26.1,26.1,16.1,16.1,20.2,20.2,10,24.9,0,0,F
8/12/72,1972,8,225,28.9,28.9,16.1,16.1,21.5,21.5,12.8,0,0,0,F
8/13/72,1972,8,226,30.6,30.6,13.3,13.3,23.3,23.3,17.3,0,0,0,F
8/14/72,1972,8,227,32.2,32.2,17.8,17.8,23,23,14.4,6.1,0,0,F
8/15/72,1972,8,228,24.4,24.4,16.7,16.7,19.9,19.9,7.7,0,0,0,F
8/16/72,1972,8,229,32.2,32.2,19.4,19.4,25.6,25.6,12.8,0,0,0,F
8/17/72,1972,8,230,34.4,34.4,21.7,21.7,28,28,12.7,0,0,0,F
8/18/72,1972,8,231,33.9,33.9,20,20,27.2,27.2,13.9,7.1,0,0,F
8/19/72,1972,8,232,28.9,28.9,18.9,18.9,23.1,23.1,10,29.5,0,0,F
8/20/72,1972,8,233,28.9,28.9,19.4,19.4,23.5,23.5,9.5,0,0,0,F
8/21/72,1972,8,234,29.4,29.4,21.1,21.1,25.2,25.2,8.3,0,0,0,F
