"site_id","survey_id","survey_date","time_start","time_end","observer","wind_speed","wind_dir","air_temp","temp_units","cloud_cover","notes"
"PA-100",1802,"2002-09-16 00:00:00","1899-12-30 07:06:00","1899-12-30 07:21:00","Josh Burns",10,"",80,"F",0,"School, 25% of horizon blocked to W, construction, pedestrians."
"PA-400",1804,"2002-09-16 00:00:00","1899-12-30 07:51:00","1899-12-30 08:06:00","Josh Burns",10,"",82,"F",0,"Apts block 20% horizon to N, E, fence blocks 30% horizon to W."
"PA-C",1806,"2002-09-16 00:00:00","1899-12-30 06:41:00","1899-12-30 06:56:00","Josh Burns",5,"",75,"F",0,"Construction at school to W.  Low sun to E."
"OR-200",1808,"2002-09-05 00:00:00","1899-12-30 06:09:00","1899-12-30 06:24:00","Josh Burns",0,"",81,"F",50,"40% obstructed view.  12 EUSTs FO seen.  2 HOFIs FT seen O Dir.  3 MODOs FT seen O Dir.  1 GREG FO seen SE Dir."
"OR-400",1809,"2002-09-05 00:00:00","1899-12-30 06:32:00","1899-12-30 06:47:00","Josh Burns",5,"",81,"F",50,"10% obstructed view.  3 HOSPs FT seen O Dir arrow NE.  1 HOSP FT seen O Dir arrow W.  Chickens."
"OR-800",1810,"2002-09-05 00:00:00","1899-12-30 06:55:00","1899-12-30 07:10:00","Josh Burns",5,"",81,"F",60,"Block wall to W, blocks 50%. Sprinkling."
"OR-C",1811,"2002-09-05 00:00:00","1899-12-30 07:10:00","1899-12-30 07:26:00","Josh Burns",,"",85,"F",75,"3 MODOs FT seen O Dir arrow N, NE, NE.  1 HOSP FT seen O Dir arrow E.  1 INDO seen 0-5m O Dir overhead in tree."
"HY-100",1812,"2002-09-19 00:00:00","1899-12-30 08:17:00","1899-12-30 08:32:00","Josh Burns",5,"E",84,"F",0,"Rural to W, residential to E."
"HY-400",1814,"2002-09-19 00:00:00","1899-12-30 09:02:00","1899-12-30 09:17:00","Josh Burns",5,"",90,"F",0,"Residential all around, some walls, traffic noise on 7th Ave.  2 RODOs FO."
"HY-C",1816,"2002-09-19 00:00:00","1899-12-30 09:51:00","1899-12-30 10:06:00","Josh Burns",10,"E",87,"F",0,"Some noise.  2 RODOs FO."
"NU-100",1817,"2002-09-19 00:00:00","1899-12-30 07:04:00","1899-12-30 07:19:00","Josh Burns",0,"",72,"F",0,"Houses on N, S of Weir, low sun, children walking to school, flies.  3 RODOs FO.  Chicken heard."
"NU-400",1819,"2002-09-19 00:00:00","1899-12-30 07:48:00","1899-12-30 08:03:00","Josh Burns",5,"",79,"F",0,"Traffic noise from 7th St.  2 RODOs FO."
"AT-100",1827,"2002-09-23 00:00:00","1899-12-30 07:52:00","1899-12-30 08:07:00","Josh Burns",5,"",80,"F",0,"School traffic."
"AT-400",1829,"2002-09-23 00:00:00","1899-12-30 06:38:00","1899-12-30 06:53:00","Josh Burns",5,"",74,"F",0,"Distant traffic noise, barking dogs.  5 RODOs FO."
"AT-C",1831,"2002-09-23 00:00:00","1899-12-30 07:25:00","1899-12-30 07:43:00","Josh Burns",0,"",81,"F",0,"Trees obstruct 60% of horizon, groundskeeper (stopped count)."
"SO-100",1832,"2002-09-22 00:00:00","1899-12-30 07:26:00","1899-12-30 07:41:00","Josh Burns",5,"",68,"F",0,"Horses, sheep, chickens, insects."
"SO-400",1834,"2002-09-22 00:00:00","1899-12-30 06:16:00","1899-12-30 06:31:00","Josh Burns",5,"",66,"F",0,"30% horizon blocked, horse paddocks.  14 RODOs FO.  1 MODO FO.  AMCR 1 FT seen SW good id.  Chicken."
"SO-C",1836,"2002-09-22 00:00:00","1899-12-30 07:02:00","1899-12-30 07:18:00","Josh Burns",5,"",67,"F",0,""
"CG-100",1837,"2002-09-25 00:00:00","1899-12-30 06:18:00","1899-12-30 06:33:00","Josh Burns",5,"",76,"F",80,""
"CG-400",1839,"2002-09-23 00:00:00","1899-12-30 08:42:00","1899-12-30 08:57:00","Josh Burns",0,"",81,"F",0,"6 HOFIs FO.  1 RODO FO."
"CG-C",1841,"2002-09-23 00:00:00","1899-12-30 09:31:00","1899-12-30 09:46:00","Josh Burns",5,"",89,"F",0,""
"WT-200",1843,"2002-09-25 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","Josh Burns",0,"",83,"F",40,"1 RODO FO."
"WT-800",1845,"2002-09-25 00:00:00","1899-12-30 07:09:00","1899-12-30 07:24:00","Josh Burns",0,"",73,"F",60,""
"HR-100",1847,"2002-10-01 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","D. Stuart",10,"",75,"F",10,"Lots of traffic noise on Buckeye.  Woodpeckers' nest hole in west facing wall of apt. building still there."
"HR-400",1849,"2002-10-01 00:00:00","1899-12-30 09:20:00","1899-12-30 09:35:00","D. Stuart",10,"",75,"F",10,"Views SW, W, NW blocked by houses.  Pedestrians.  Jet noise.  Loose dogs.  Barking dogs."
"HR-C",1851,"2002-10-01 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","D. Stuart",10,"",75,"F",10,"Usual collection of homeless in park.  SW, W, E views partly blocked by structures."
"ED-200",1853,"2002-10-02 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","D. Stuart",5,"",75,"F",20,"NW partly blocked by apts. Catholic Center across street being renovated.  Worker cutting grass at apts."
"ED-800",1855,"2002-10-02 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","D. Stuart",10,"",80,"F",20,"Lots of commercial traffic across street.  Lots of noise."
"SO-100",1857,"2002-10-03 00:00:00","1899-12-30 07:15:00","1899-12-30 07:30:00","D. Stuart",5,"",75,"F",0,"Traffic on 52nd St.  Trash trucks."
"SO-400",1859,"2002-10-03 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","D. Stuart",5,"",80,"F",0,"SW, W, NW views partly blocked by houses.  Traffic, pedestrians,trash trucks."
"SO-800",1860,"2002-10-03 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","D. Stuart",5,"",80,"F",0,"SW view partly blocked.  Lots of traffic noise.  School buses, trash trucks."
"SO-C",1861,"2002-10-03 00:00:00","1899-12-30 06:50:00","1899-12-30 07:05:00","D. Stuart",0,"",75,"F",0,"Trash trucks collecting piles of trash along streets."
"EA-100",1862,"2002-10-03 00:00:00","1899-12-30 09:05:00","1899-12-30 09:20:00","D. Stuart",10,"",85,"F",0,""
"EA-200",1863,"2002-10-03 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","D. Stuart",10,"",85,"F",0,"SW view blocked by house.  Lady at corner house with small children and yapping dogs."
"EA-400",1864,"2002-10-03 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","D. Stuart",5,"",90,"F",0,"Several delivery and big trucks parked along street.  S, SW, W views blocked by buildings.  N view partly blocked."
"EA-800",1865,"2002-10-03 00:00:00","1899-12-30 10:15:00","1899-12-30 10:30:00","D. Stuart",10,"",90,"F",0,"Lots of noise from freeway."
"EA-C",1866,"2002-10-02 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","D. Stuart",10,"",80,"F",10,"E, S views blocked.  Park workers mowing, etc.  Jet and traffic noise."
"WR-100",1867,"2002-09-08 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",5,"",80,"F",90,"NW view blocked by wall; SW, SE partly blocked by houses.  Traffic, chruch people.  Showers starting again."
"WR-400",1869,"2002-09-08 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","D. Stuart",0,"",80,"F",100,"NE view partly blocked.  Traffic."
"WR-C",1871,"2002-09-08 00:00:00","1899-12-30 09:35:00","1899-12-30 09:50:00","D. Stuart",5,"",80,"F",90,"On-off lite showers.  Most birds NE, E, SE are in wash, not park."
"PA-200",1873,"2002-09-07 00:00:00","1899-12-30 07:50:00","1899-12-30 08:05:00","D. Stuart",5,"",75,"F",60,""
"PA-800",1875,"2002-09-07 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","D. Stuart",5,"",75,"F",60,"Traffic.  Domestic fowl."
"CH-100",1877,"2002-09-14 00:00:00","1899-12-30 07:55:00","1899-12-30 08:10:00","D. Stuart",5,"",85,"F",0,""
"CH-400",1879,"2002-09-14 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","D. Stuart",5,"",90,"F",0,"NW view partly blocked.  Some traffic."
"CH-S",999,"2001-10-13 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","C. Putnam",0,"",70,"F",0,"25% obstructed view E and W.  GIWOs were very active.  There were 2 pairs, 1 S and 1 N.  NOMOs were very active."
"CH-W",1000,"2001-10-13 00:00:00","1899-12-30 07:55:00","1899-12-30 08:10:00","C. Putnam",0,"",70,"F",0,"25% obstructed view N, S, E, W."
"CH-C",1001,"2001-10-13 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","C. Putnam",2,"E",70,"F",0,"20% obstructed view to NW.  Quite a few people in park.  Traffic noise."
"CH-N",1002,"2001-10-13 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","C. Putnam",0,"",70,"F",0,"25% obstructed view E, S, W."
"AT-N",1003,"2001-10-13 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","C. Putnam",4,"W",75,"F",0,"25% obstructed views N, S.  CACW roost nest in cholla 12m. SE."
"AT-E",1004,"2001-10-13 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","C. Putnam",4,"W",75,"F",0,"25% obstructed view N, S, W."
"AT-S",1005,"2001-10-13 00:00:00","1899-12-30 10:00:00","1899-12-30 10:15:00","C. Putnam",4,"S",75,"F",0,"25% obstructed view E, W.  Some traffic."
"AT-W",1006,"2001-10-13 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","C. Putnam",7,"W",78,"F",0,"25% obstructed view to N.  Traffic.  Feeder possibly in backyard.  Hear chickens."
"AT-C",1007,"2001-10-15 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","C. Putnam",0,"",68,"F",15,"Pedestrians."
"DW-S",1009,"2001-10-15 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","C. Putnam",0,"",70,"F",10,"50% obstructed view E, W.  25% N.  Originally started at 08:55 but restarted due to noise of landscaper blower.  Curious resident."
"DW-C",1011,"2001-10-15 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","C. Putnam",4,"S",74,"F",10,"25% obstructed view to E.  Many people in park.  Traffic."
"CA-S",1013,"2001-10-17 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","C. Putnam",2,"E",75,"F",15,"50% obstructed view S. 25% N."
"CA-C",1015,"2001-10-17 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","C. Putnam",4,"E",78,"F",20,"10% obstructed view SE.  People in park.  Noise from children at school and day care center  2 EUSTs FT with no direction.."
"CA-E",1017,"2001-10-17 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","C. Putnam",4,"E",80,"F",25,"25% obstructed view S; 25% NE, NW.  Some traffic."
"SO-S",1019,"2001-10-10 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","C. Putnam",2,"E",75,"F",0,"25% obstructed view N, S."
"SO-C",1021,"2001-10-10 00:00:00","1899-12-30 09:40:00","1899-12-30 09:55:00","C. Putnam",0,"",78,"F",0,"Some traffic noise; people in park making noise and park workers' equipment noise."
"CG-N",1023,"2001-10-22 00:00:00","1899-12-30 06:40:00","1899-12-30 06:55:00","C. Putnam",0,"",72,"F",100,"25% obstructed view to N, S. Traffic. Bird seed feeder 10m. E."
"CG-S",1025,"2001-10-22 00:00:00","1899-12-30 07:35:00","1899-12-30 07:50:00","C. Putnam",0,"",74,"F",100,"25% obstructed view N, S. Traffic."
"CG-C",1027,"2001-10-22 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","C. Putnam",0,"",75,"F",100,""
"WT-E",1029,"2001-10-22 00:00:00","1899-12-30 09:20:00","1899-12-30 09:35:00","C. Putnam",0,"",75,"F",100,"25% obstructed view SE, W, N.  Dogs barking."
"HR-S",1034,"2001-09-09 00:00:00","1899-12-30 06:30:00","1899-12-30 06:45:00","C. Putnam",4,"E",75,"F",10,"50% obstructed view N, S."
"HR-C",1036,"2001-09-09 00:00:00","1899-12-30 07:20:00","1899-12-30 07:35:00","C. Putnam",7,"E",78,"F",10,"50% obstructed view E, W."
"PA-200",1039,"2001-12-15 00:00:00","1899-12-30 10:50:00","1899-12-30 11:05:00","D. Stuart",5,"",50,"F",80,"E view blocked by house and trees. Traffic on 30th St."
"PA-400",1041,"2001-12-15 00:00:00","1899-12-30 10:30:00","1899-12-30 10:45:00","D. Stuart",0,"",45,"F",80,"Used south driveway by fire hydrant, but view NE blocked by apts. Traffic on 30th St."
"CA-100",1043,"2001-12-05 00:00:00","1899-12-30 09:55:00","1899-12-30 10:10:00","D. Stuart",10,"",45,"F",0,""
"CA-400",1045,"2001-12-05 00:00:00","1899-12-30 10:35:00","1899-12-30 10:50:00","D. Stuart",10,"",50,"F",0,"NW view blocked by house, S, SW views partly blocked. Traffic on 44th St."
"CA-C",1047,"2001-12-05 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","D. Stuart",10,"",40,"F",0,"Noise from school children and construction/maintenance."
"LI-200",1049,"2001-12-23 00:00:00","1899-12-30 09:55:00","1899-12-30 10:10:00","D. Stuart",5,"",50,"F",70,"SE, S, SW views partly blocked by houses. Traffic."
"LI-800",1051,"2001-12-23 00:00:00","1899-12-30 08:25:00","1899-12-30 08:40:00","D. Stuart",0,"",45,"F",70,"Birded across street because of several loose dogs near point."
"OR-200",1054,"2001-12-27 00:00:00","1899-12-30 10:40:00","1899-12-30 10:55:00","D. Stuart",10,"",50,"F",10,"Did last because of street work at point."
"OR-800",1056,"2001-12-23 00:00:00","1899-12-30 10:40:00","1899-12-30 10:55:00","D. Stuart",5,"",50,"F",60,"W view blocked partly by fence. Views N, S blocked by apts.  A lot of people walking around complex.  Several vehicles went by on driveway."
"HY-100",1058,"2001-12-26 00:00:00","1899-12-30 08:55:00","1899-12-30 09:10:00","D. Stuart",5,"",40,"F",20,"NE view blocked by house.  Children playing.  Traffic on 7th Ave.  Domestic fowl in yards."
"HY-800",1061,"2001-12-26 00:00:00","1899-12-30 08:05:00","1899-12-30 08:20:00","D. Stuart",5,"",35,"F",20,"N, NE views blocked by school.  Traffic noise on 7th Ave."
"NU-100",1063,"2001-12-26 00:00:00","1899-12-30 09:45:00","1899-12-30 10:00:00","D. Stuart",10,"",40,"F",10,"N view blocked by house.  Traffic on Wier."
"NU-400",1065,"2001-12-26 00:00:00","1899-12-30 10:25:00","1899-12-30 10:40:00","D. Stuart",5,"",45,"F",10,"SE, S, SW views blocked by houses.  Pedestrians.  Traffic noise."
"NU-C",1067,"2001-12-26 00:00:00","1899-12-30 11:15:00","1899-12-30 11:30:00","D. Stuart",5,"",45,"F",10,"Children in park close to point.  Park workers.  Too much activity."
"WR-200",1069,"2001-12-07 00:00:00","1899-12-30 08:30:00","1899-12-30 08:45:00","D. Stuart",10,"",50,"F",0,"NE view blocked by house."
"WR-800",1071,"2001-12-07 00:00:00","1899-12-30 07:45:00","1899-12-30 08:00:00","D. Stuart",5,"",45,"F",0,"NE view blocked by houses.  Lots of traffic on Grover and 15th St--very noisy."
"HR-100",1073,"2001-12-31 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","D. Stuart",5,"",50,"F",100,"SW, W views blocked by house.  Lots of traffic noise."
"HR-400",1075,"2001-12-31 00:00:00","1899-12-30 08:00:00","1899-12-30 08:15:00","D. Stuart",0,"",50,"F",95,"SW, NW views blocked by houses.  Very dangerous area.  Transients.  Loose dogs."
"SO-200",1084,"2001-12-08 00:00:00","1899-12-30 10:00:00","1899-12-30 10:15:00","D. Stuart",5,"",55,"F",0,"Lots of traffic on 52nd St.  Overlap in birds from 100 to 200m spots."
"SO-800",1086,"2001-12-08 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",5,"",50,"F",0,"SW view partly blocked by house.  Lots of traffic on 52nd St."
"AT-100",1088,"2001-12-12 00:00:00","1899-12-30 10:45:00","1899-12-30 11:00:00","D. Stuart",0,"",50,"F",70,"Kids in play area of school and traffic on Cholla."
"AT-400",1090,"2001-12-12 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","D. Stuart",0,"",45,"F",80,"NW view partly blocked by house.  Some traffic on 37th St.  GTGR at 20m S after count."
"AT-800",1091,"2001-12-12 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","D. Stuart",0,"",45,"F",80,"NW, W, SW views blocked by houses.  Some traffic noise from Shea."
"AT-C",1092,"2001-12-12 00:00:00","1899-12-30 10:20:00","1899-12-30 10:35:00","D. Stuart",0,"",50,"F",80,"Some people in park."
"ED-200",1094,"2002-01-01 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",10,"",50,"F",0,"NW view blocked by apts.  Noise from freeway; some traffic on 20th St."
"ED-800",1096,"2002-01-01 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","D. Stuart",0,"",50,"F",0,"SW, NW views partly blocked by house.  Street sweeper went by.  Noise from freeway.  Several pedestrians.  Barking dog."
"WT-100",1098,"2001-12-11 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","D. Stuart",15,"",45,"F",90,"NW view partly blocked by church.  Barking dogs."
"WT-400",1100,"2001-12-11 00:00:00","1899-12-30 09:55:00","1899-12-30 10:05:00","D. Stuart",15,"",45,"F",100,"NW, W, SW views blocked by houses.  Some traffic noise."
"WT-C",1102,"2001-12-11 00:00:00","1899-12-30 08:50:00","1899-12-30 09:05:00","D. Stuart",10,"",45,"F",80,""
"EA-200",1104,"2001-12-31 00:00:00","1899-12-30 09:45:00","1899-12-30 10:00:00","D. Stuart",5,"",55,"F",90,"SW view blocked.  Stood at SE corner.  Some traffic."
"EA-800",1106,"2001-12-31 00:00:00","1899-12-30 10:55:00","1899-12-30 11:10:00","D. Stuart",10,"",55,"F",80,"SE, SW views partly blocked.  Noise from freeway."
"EA-200",1108,"2002-01-04 00:00:00","1899-12-30 10:10:00","1899-12-30 10:25:00","D. Stuart",10,"",50,"F",0,"SW view blocked.  Rebird from proper spot.  Lots of traffic.  Train noise."
"WS-200",1110,"2001-12-29 00:00:00","1899-12-30 10:10:00","1899-12-30 10:25:00","D. Stuart",5,"",50,"F",95,"N, NE, E views blocked.  Some traffic.  Fire truck.  Saw COHA with prey near park."
"WS-800",1112,"2001-12-29 00:00:00","1899-12-30 11:00:00","1899-12-30 11:25:00","D. Stuart",5,"",55,"F",100,"S view blocked.  Lots of traffic.  Stopped count 10 min. to talk to neighbor.  Stood on mailbox side of driveway. CACW nest in saguaro; neighbor reported 3 fledglings."
"WS-400",1115,"2002-01-04 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","D. Stuart",5,"",45,"F",0,"Rebird at proper point.  SW, W, NW views blocked by house.  Traffic noise."
"CG-100",1117,"2001-12-11 00:00:00","1899-12-30 10:40:00","1899-12-30 10:55:00","D. Stuart",10,"",45,"F",100,"NW view partly blocked by house.  2 loose dogs."
"CG-400",1119,"2001-12-11 00:00:00","1899-12-30 11:20:00","1899-12-30 11:35:00","D. Stuart",10,"",40,"F",100,"SE, S, SW views blocked by houses.  Barking dog.  Quit count due to heavy rain at 12 min. point; from inside car saw the following: 4 GTGR, 2 EUST, 1 NOMO, 2 HOSP, 2 MODO all at 20-40m to SW."
"CG-C",1121,"2001-12-12 00:00:00","1899-12-30 08:55:00","1899-12-30 09:10:00","D. Stuart",0,"",45,"F",100,""
"WS-200",1123,"2001-12-17 00:00:00","1899-12-30 09:30:00","1899-12-30 09:45:00","C. Putnam",4,"E",45,"F",20,"90% obstructed views NE, 25% N, W.  Little traffic."
"WS-800",1125,"2001-12-17 00:00:00","1899-12-30 10:10:00","1899-12-30 10:25:00","C. Putnam",4,"E",50,"F",20,"50% obstructed view to S, 25% to N, E."
"OR-100",1127,"2001-12-16 00:00:00","1899-12-30 11:35:00","1899-12-30 11:50:00","C. Putnam",7,"N",60,"F",0,"50% obstructed view to NW, 25% E, 30% S.  Traffic on 47th Ave."
"OR-400",1129,"2001-12-16 00:00:00","1899-12-30 11:00:00","1899-12-30 11:15:00","C. Putnam",5,"N",58,"F",0,"70% obstructed view to W, 60% NW, 25% E."
"OR-C",1131,"2001-12-16 00:00:00","1899-12-30 10:05:00","1899-12-30 10:20:00","C. Putnam",4,"N",50,"F",0,"Dog in park."
"NU-200",1133,"2001-12-10 00:00:00","1899-12-30 10:50:00","1899-12-30 11:05:00","C. Putnam",10,"W",55,"F",10,"Wind speed increasing steadily over count period.  2 dogs roaming area.  Light traffic.  3 adults, 4 children in yard 30m S."
"NU-800",1135,"2001-12-11 00:00:00","1899-12-30 09:45:00","1899-12-30 10:00:00","C. Putnam",4,"E",55,"F",100,"25% obstructed views N, S, E, W.  Chicken and geese in yard 40m SW."
"HY-100",1137,"2001-12-11 00:00:00","1899-12-30 10:30:00","1899-12-30 10:45:00","C. Putnam",,"",55,"F",100,"50% obstructed views NE, SE.  Lots of traffic noise.  By end of count, rain is steady drizzle."
"HY-400",1139,"2001-12-16 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","C. Putnam",4,"S",45,"F",0,"25% obstructed view NE, SE.  Traffic noise."
"HY-C",1141,"2001-12-16 00:00:00","1899-12-30 09:15:00","1899-12-30 09:30:00","C. Putnam",4,"S",45,"F",0,"Park worker.  People in park; noisy children."
"WS-200",1143,"2001-12-06 00:00:00","1899-12-30 09:05:00","1899-12-30 09:20:00","B. Rambo",0,"",45,"F",0,""
"WS-400",1144,"2001-12-06 00:00:00","1899-12-30 08:40:00","1899-12-30 08:55:00","B. Rambo",0,"",45,"F",0,"Oleanders.  Traffic."
"WS-800",1145,"2001-12-06 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","B. Rambo",0,"",40,"F",0,""
"WS-C",1146,"2001-12-06 00:00:00","1899-12-30 07:50:00","1899-12-30 08:05:00","B. Rambo",0,"",40,"F",0,""
"EA-200",1148,"2001-12-03 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","B. Rambo",0,"",40,"F",0,"Traffic noise."
"EA-800",1150,"2001-12-03 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","B. Rambo",0,"",45,"F",0,"Traffic noise."
"ED-100",1152,"2001-12-05 00:00:00","1899-12-30 07:20:00","1899-12-30 07:35:00","B. Rambo",0,"",40,"F",0,"Pedestrians."
"ED-400",1154,"2001-12-05 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","B. Rambo",0,"",45,"F",0,""
"ED-C",1156,"2001-12-05 00:00:00","1899-12-30 07:45:00","1899-12-30 08:00:00","B. Rambo",0,"",40,"F",0,"Transients."
"HR-200",1158,"2001-12-07 00:00:00","1899-12-30 09:05:00","1899-12-30 09:20:00","B. Rambo",0,"",45,"F",0,"Jet noise."
"HR-800",1160,"2001-12-07 00:00:00","1899-12-30 08:15:00","1899-12-30 08:30:00","B. Rambo",0,"",45,"F",0,"Barking dogs.  Traffic noise.  Dogs fighting.  Air traffic.  Transients."
"OR-200",1163,"2001-12-30 00:00:00","1899-12-30 07:55:00","1899-12-30 08:10:00","B. Rambo",5,"",40,"F",60,""
"OR-800",1165,"2001-12-30 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","B. Rambo",5,"",45,"F",60,"View blocked by apts."
"NU-100",1167,"2001-12-29 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","B. Rambo",5,"",43,"F",90,"Traffic noise."
"NU-400",1169,"2001-12-29 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","B. Rambo",10,"",45,"F",90,"Traffic noise."
"NU-C",1171,"2001-12-29 00:00:00","1899-12-30 07:55:00","1899-12-30 08:10:00","B. Rambo",5,"",40,"F",90,""
"HY-100",1172,"2001-12-31 00:00:00","1899-12-30 08:20:00","1899-12-30 08:35:00","B. Rambo",5,"",40,"F",100,"Traffic noise.  NE view blocked."
"HY-200",1173,"2001-12-31 00:00:00","1899-12-30 08:45:00","1899-12-30 09:00:00","B. Rambo",5,"",42,"F",100,"Traffic noise. Bird feeder."
"HY-400",1174,"2001-12-31 00:00:00","1899-12-30 09:10:00","1899-12-30 09:25:00","B. Rambo",5,"",42,"F",100,"Traffic noise."
"HY-800",1175,"2001-12-31 00:00:00","1899-12-30 07:30:00","1899-12-30 07:45:00","B. Rambo",5,"",40,"F",100,"Traffic noise."
"HY-C",1176,"2001-12-31 00:00:00","1899-12-30 07:55:00","1899-12-30 08:10:00","B. Rambo",5,"",40,"F",100,""
"LI-100",1177,"2001-12-31 00:00:00","1899-12-30 10:40:00","1899-12-30 10:55:00","B. Rambo",5,"",47,"F",100,""
"LI-200",1178,"2001-12-31 00:00:00","1899-12-30 11:05:00","1899-12-30 11:20:00","B. Rambo",5,"",47,"F",100,""
"LI-400",1179,"2001-12-31 00:00:00","1899-12-30 11:30:00","1899-12-30 11:45:00","B. Rambo",5,"",50,"F",100,""
"LI-800",1180,"2001-12-31 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","B. Rambo",5,"",45,"F",100,""
"LI-C",1181,"2001-12-31 00:00:00","1899-12-30 10:15:00","1899-12-30 10:30:00","B. Rambo",5,"",45,"F",100,""
"LI-400",1184,"2001-12-19 00:00:00","1899-12-30 09:55:00","1899-12-30 10:10:00","C. Putnam",4,"SE",50,"F",0,"50% obstructed view to S, 25% SE, SW, N."
"LI-C",1186,"2001-12-19 00:00:00","1899-12-30 10:50:00","1899-12-30 11:05:00","C. Putnam",4,"E",55,"F",0,"25% obstructed view to SE, E."
"ED-200",1188,"2001-12-22 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","C. Putnam",7,"E",45,"F",0,"50% obstructed view to W, S, 25% to E."
"ED-800",1190,"2001-12-22 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","C. Putnam",7,"E",48,"F",0,"50% obstructed view to SW, 25% W, N, S, E."
"HR-100",1192,"2001-12-22 00:00:00","1899-12-30 10:25:00","1899-12-30 10:40:00","C. Putnam",7,"SE",50,"F",0,"50% obstructed view to S, 25% W,E. Traffic noise.  Noisy road crew."
"HR-400",1194,"2001-12-22 00:00:00","1899-12-30 11:15:00","1899-12-30 11:30:00","C. Putnam",4,"E",55,"F",0,"50% obstructed view to W, 25% to E."
"HR-C",1196,"2001-12-22 00:00:00","1899-12-30 10:00:00","1899-12-30 10:15:00","C. Putnam",10,"SE",50,"F",0,"25% obstructed view to N, W, E."
"EA-200",1198,"2001-12-23 00:00:00","1899-12-30 09:50:00","1899-12-30 10:05:00","C. Putnam",7,"E",50,"F",90,"50% obstructed view to S, 25% N, E."
"EA-800",1200,"2001-12-23 00:00:00","1899-12-30 09:00:00","1899-12-30 09:15:00","C. Putnam",7,"E",45,"F",90,"25% obstructed view to N, S."
"WR-100",1202,"2001-12-26 00:00:00","1899-12-30 08:35:00","1899-12-30 08:50:00","C. Putnam",7,"SE",40,"F",60,"25% obstructed view S, SW, SE."
"WR-400",1204,"2001-12-26 00:00:00","1899-12-30 09:25:00","1899-12-30 09:40:00","C. Putnam",4,"E",45,"F",60,"50% obstructed view NE, 25% E, S, SW."
"WR-C",1206,"2001-12-26 00:00:00","1899-12-30 08:10:00","1899-12-30 08:25:00","C. Putnam",7,"SE",40,"F",60,""
"CA-200",1208,"2001-12-26 00:00:00","1899-12-30 11:10:00","1899-12-30 11:25:00","C. Putnam",4,"E",50,"F",50,"25% obstructed view N, S, E, W.  A few cars and pedestrians."
"CA-800",1210,"2001-12-26 00:00:00","1899-12-30 00:00:00","1899-12-30 00:15:00","C. Putnam",0,"",55,"F",50,"50% obstructed view N, NW, NE, 25% E, W."
