"survey_id","site_id","species_id","distance","bird_count","notes","seen","heard","direction"
1492,"HR-100","GTGR","FT",1,"",1,0,"S "
1492,"HR-100","EUST",">40",2,"",0,1,"NW"
1492,"HR-100","RODO","FT",2,"",1,0,"N "
1492,"HR-100","EUST","FT",2,"",1,1,"N "
1492,"HR-100","HOSP","FT",3,"",1,1,"E "
1492,"HR-100","MODO","FT",2,"",1,0,"E "
1492,"HR-100","HOSP","10-20",2,"",1,1,"E "
1492,"HR-100","HOFI","FT",2,"",1,1,"SE"
1492,"HR-100","INDO","20-40",2,"",1,0,"SE"
1492,"HR-100","RODO",">40",2,"",1,0,"SE"
1492,"HR-100","MODO","FT",1,"",1,0,"S "
1493,"HR-200","RODO","FT",2,"",1,0,"E "
1493,"HR-200","INDO","10-20",3,"",1,0,"E "
1493,"HR-200","HOSP","20-40",6,"",1,1,"NE"
1493,"HR-200","EUST",">40",1,"",0,1,"SE"
1493,"HR-200","ANHU","FT",1,"",1,1,"N "
1493,"HR-200","GTGR",">40",2,"",0,1,"N "
1493,"HR-200","HOSP","10-20",4,"",1,1,"W "
1493,"HR-200","INDO","20-40",2,"",0,1,"E "
1493,"HR-200","HOSP",">40",6,"",0,1,"NE"
1493,"HR-200","RODO","FT",2,"",1,0,"W "
1493,"HR-200","GTGR","FT",1,"",1,0,"N "
1493,"HR-200","HOSP","20-40",4,"",0,1,"SE"
1493,"HR-200","HOSP","5-10",3,"",1,1,"NW"
1493,"HR-200","RODO","10-20",2,"",1,0,"NW"
1494,"HR-400","AUWA","10-20",2,"",1,1,"SE"
1494,"HR-400","HOSP","20-40",6,"",1,1,"SE"
1494,"HR-400","HOSP",">40",4,"",1,1,"SE"
1494,"HR-400","EUST",">40",2,"",1,1,"SE"
1494,"HR-400","GTGR","FT",2,"",1,1,"S "
1494,"HR-400","HOFI","20-40",2,"",1,1,"E "
1494,"HR-400","MODO","FT",3,"",1,0,"W "
1494,"HR-400","EUST","FT",2,"",1,1,"N "
1494,"HR-400","HOSP","20-40",10,"",0,1,"E "
1494,"HR-400","HOSP","10-20",3,"",1,1,"NW"
1494,"HR-400","MODO","FT",2,"",1,0,"E "
1494,"HR-400","INDO",">40",2,"",0,1,"E "
1494,"HR-400","GIWO",">40",1,"",0,1,"S "
1495,"HR-800","MODO","20-40",3,"",1,0,"W "
1495,"HR-800","MODO",">40",2,"",1,0,"SW"
1495,"HR-800","RODO","FT",3,"",1,0,"W "
1495,"HR-800","GTGR",">40",2,"",0,1,"E "
1495,"HR-800","HOSP","FT",2,"",1,1,"E "
1495,"HR-800","HOSP",">40",6,"",0,1,"SW"
1495,"HR-800","RODO","FT",4,"",1,0,"NE"
1495,"HR-800","MODO","FT",1,"",1,0,"W "
1495,"HR-800","MODO","FT",1,"",1,0,"N "
1495,"HR-800","NOMO",">40",1,"",0,1,"S "
1495,"HR-800","LOSH","FT",1,"",1,0,"NW"
1496,"HR-C","HOSP",">40",6,"",1,1,"W "
1496,"HR-C","HOFI",">40",3,"",1,1,"W "
1496,"HR-C","HOSP","FT",3,"",1,1,"W "
1496,"HR-C","GTGR",">40",2,"",0,1,"E "
1496,"HR-C","MODO","20-40",6,"",1,0,"N "
1496,"HR-C","RODO",">40",2,"",1,0,"E "
1496,"HR-C","INDO",">40",4,"",1,0,"NE"
1496,"HR-C","INDO","FT",3,"",1,0,"N "
1496,"HR-C","GTGR","FT",2,"",1,1,"N "
1496,"HR-C","EUST","FT",1,"",1,0,"W "
1496,"HR-C","HOSP","20-40",7,"",1,1,"NW"
1496,"HR-C","HOFI","20-40",2,"",1,1,"NW"
1496,"HR-C","MODO",">40",6,"",1,0,"NW"
1496,"HR-C","MODO","20-40",4,"",1,0,"NE"
1496,"HR-C","RODO","20-40",3,"",1,0,"NE"
1496,"HR-C","BRBL","FT",6,"",1,1,"S "
1497,"WR-100","VERD","5-10",1,"",1,1,"NW"
1497,"WR-100","HOSP","10-20",4,"",1,1,"W "
1497,"WR-100","EUST","FT",2,"",1,1,"S "
1497,"WR-100","GTGR","FT",1,"",1,1,"S "
1497,"WR-100","HOSP","20-40",10,"",0,1,"W "
1497,"WR-100","ABTO","10-20",1,"",1,1,"SW"
1497,"WR-100","CBTH","20-40",1,"",0,1,"SW"
1497,"WR-100","EUST",">40",3,"",0,1,"SW"
1497,"WR-100","HOSP","FT",3,"",1,1,"N "
1497,"WR-100","MODO","10-20",2,"",1,1,"NW"
1497,"WR-100","RODO",">40",5,"",1,0,"SW"
1497,"WR-100","GTGR","FT",1,"",1,0,"W "
1497,"WR-100","INDO","10-20",3,"",1,1,"SW"
1497,"WR-100","MODO","FT",1,"",1,0,"W "
1497,"WR-100","HOFI","FT",2,"",1,1,"SW"
1497,"WR-100","HOSP","5-10",2,"",1,1,"NW"
1497,"WR-100","MODO","FT",1,"",1,0,"E "
1498,"WR-200","UNHA","FT",1,"American Kestrel",1,0,"SW"
1498,"WR-200","RODO","FT",10,"",1,0,"W "
1498,"WR-200","HOSP",">40",10,"",0,1,"SW"
1498,"WR-200","EUST","FT",8,"",1,1,"W "
1498,"WR-200","GTGR","FT",2,"",1,0,"S "
1498,"WR-200","RTHA",">40",1,"",1,0,"SW"
1498,"WR-200","GIWO",">40",1,"",0,1,"NW"
1498,"WR-200","HOSP","10-20",4,"",1,1,"NW"
1498,"WR-200","MODO","FT",2,"",1,0,"S "
1498,"WR-200","GTGR",">40",2,"",0,1,"S "
1498,"WR-200","EUST","20-40",2,"",0,1,"S "
1498,"WR-200","RODO","FT",4,"",1,0,"N "
1498,"WR-200","ANHU","10-20",1,"",1,1,"SW"
1498,"WR-200","MODO","FT",3,"",1,0,"E "
1498,"WR-200","GTGR","FT",2,"",1,1,"E "
1498,"WR-200","RODO","FT",5,"",1,0,"S "
1498,"WR-200","HOSP","20-40",3,"",1,1,"NW"
1498,"WR-200","VERD","10-20",1,"",1,1,"W "
1499,"WR-400","NOMO","10-20",1,"",1,1,"NW"
1499,"WR-400","RSFL","FT",1,"",1,1,"W "
1499,"WR-400","CACW","10-20",1,"",1,1,"NW"
1499,"WR-400","EUST","20-40",2,"",1,1,"SW"
1499,"WR-400","HOSP","10-20",3,"",1,1,"SW"
1499,"WR-400","HOSP","FT",2,"",1,1,"E "
1499,"WR-400","ANHU","FT",1,"",1,1,"W "
1499,"WR-400","HOSP","10-20",4,"",1,1,"NW"
1499,"WR-400","GTGR",">40",2,"",0,1,"NW"
1499,"WR-400","MODO","FT",2,"",1,0,"N "
1499,"WR-400","HOSP","FT",3,"",1,1,"W "
1499,"WR-400","ABTO","20-40",1,"",0,1,"SW"
1499,"WR-400","HOSP","20-40",6,"",1,1,"SW"
1499,"WR-400","RODO",">40",4,"",1,0,"SW"
1499,"WR-400","BRBL","FT",3,"",1,1,"S "
1499,"WR-400","AUWA","FT",2,"",1,1,"S "
1499,"WR-400","MODO","20-40",2,"",1,1,"SW"
1499,"WR-400","MODO","FT",2,"",1,0,"S "
1499,"WR-400","HOSP",">40",10,"",0,1,"S "
1500,"WR-800","CBTH","20-40",1,"",1,1,"W "
1500,"WR-800","AUWA","10-20",1,"",1,1,"NW"
1500,"WR-800","HOSP","10-20",4,"",1,1,"NW"
1500,"WR-800","GTGR",">40",4,"",1,1,"S "
1500,"WR-800","EUST","FT",6,"",1,1,"S "
1500,"WR-800","INDO","FT",3,"",1,0,"W "
1500,"WR-800","MODO","FT",2,"",1,0,"SW"
1500,"WR-800","ABTO","10-20",2,"",1,1,"NW"
1500,"WR-800","GIWO","FT",1,"",1,0,"S "
1500,"WR-800","EUST",">40",6,"",1,1,"SW"
1500,"WR-800","MODO","FT",2,"",1,0,"N "
1500,"WR-800","HOSP","20-40",6,"",0,1,"W "
1500,"WR-800","HOSP","FT",2,"",1,1,"N "
1500,"WR-800","HOSP","FT",1,"",1,0,"W "
1500,"WR-800","RODO","FT",6,"",1,0,"W "
1500,"WR-800","BHCO","FT",2,"",1,1,"S "
1500,"WR-800","RWBL","FT",3,"",1,0,"S "
1501,"WR-C","WEME","20-40",2,"",1,0,"W "
1501,"WR-C","HOFI","10-20",2,"",1,1,"S "
1501,"WR-C","RODO","20-40",10,"",1,0,"SW"
1501,"WR-C","EUST",">40",20,"",1,0,"SW"
1501,"WR-C","GTGR",">40",8,"",1,0,"SW"
1501,"WR-C","VERD",">40",1,"",1,1,"S "
1501,"WR-C","ANHU","20-40",1,"",1,1,"S "
1501,"WR-C","MODO","20-40",10,"",1,0,"NE"
1501,"WR-C","INDO","20-40",4,"",1,0,"NE"
1501,"WR-C","RODO","20-40",5,"",1,0,"NE"
1501,"WR-C","GIWO",">40",1,"",1,1,"N "
1501,"WR-C","RSFL",">40",1,"",1,1,"NW"
1501,"WR-C","HOSP",">40",20,"",0,1,"N "
1501,"WR-C","HOSP","10-20",3,"",1,1,"SW"
1501,"WR-C","RWBL","FT",11,"",1,1,"S "
1501,"WR-C","MODO",">40",3,"",1,0,"N "
1501,"WR-C","MODO","FT",2,"",1,0,"E "
1501,"WR-C","BRBL","FT",4,"",1,1,"S "
1501,"WR-C","BHCO",">40",2,"",0,1,"S "
1501,"WR-C","BRSP",">40",4,"",0,1,"E "
1502,"PA-100","HOFI","20-40",2,"",1,1,"NW"
1502,"PA-100","GTGR","20-40",2,"",1,1,"SE"
1502,"PA-100","EUST",">40",2,"",0,1,"NW"
1502,"PA-100","INDO","20-40",2,"",0,1,"NE"
1502,"PA-100","MODO","FT",2,"",1,0,"S "
1502,"PA-100","ANHU","10-20",1,"",1,1,"W "
1502,"PA-100","HOSP","20-40",4,"",0,1,"NE"
1502,"PA-100","HOSP","20-40",6,"",0,1,"NW"
1502,"PA-100","GIWO",">40",1,"",0,1,"NW"
1503,"PA-200","INDO","FT",2,"",1,0,"W "
1503,"PA-200","EUST","20-40",2,"",1,1,"N "
1503,"PA-200","HOSP","20-40",3,"",1,1,"SW"
1503,"PA-200","RODO","FT",3,"",1,0,"E "
1503,"PA-200","GTGR",">40",2,"",0,1,"SW"
1503,"PA-200","HOSP","10-20",3,"",1,1,"E "
1503,"PA-200","MODO","FT",1,"",1,0,"W "
1503,"PA-200","CBTH",">40",1,"",0,1,"SW"
1504,"PA-400","HOSP","FT",3,"",1,1,"W "
1504,"PA-400","AUWA","FT",1,"",1,1,"W "
1504,"PA-400","RODO","FT",2,"",1,0,"S "
1504,"PA-400","CBTH","20-40",1,"",0,1,"W "
1504,"PA-400","HOSP",">40",4,"",0,1,"W "
1504,"PA-400","HOSP","20-40",6,"",0,1,"W "
1504,"PA-400","RODO","10-20",2,"",1,0,"N "
1504,"PA-400","EUST","FT",2,"",1,1,"S "
1504,"PA-400","NRWS","FT",3,"",1,1,"S "
1504,"PA-400","HOSP","10-20",3,"",1,1,"W "
1504,"PA-400","MODO","FT",1,"",1,0,"E "
1505,"PA-800","HOSP","20-40",6,"",0,1,"NE"
1505,"PA-800","VERD","FT",1,"",1,1,"E "
1505,"PA-800","NOMO",">40",1,"",0,1,"NW"
1505,"PA-800","EUST","FT",4,"",1,1,"N "
1505,"PA-800","CBTH","20-40",1,"",1,1,"SE"
1505,"PA-800","GIWO","FT",2,"",1,1,"N "
1505,"PA-800","HOSP","FT",3,"",1,1,"W "
1505,"PA-800","HOSP",">40",10,"",0,1,"W "
1505,"PA-800","HOFI","FT",1,"",1,1,"W "
1505,"PA-800","GTGR",">40",2,"",0,1,"NW"
1505,"PA-800","INDO","FT",2,"",1,0,"W "
1505,"PA-800","MODO","FT",3,"",1,0,"W "
1505,"PA-800","HOSP","20-40",6,"",0,1,"SW"
1505,"PA-800","MODO","FT",2,"",1,0,"E "
1505,"PA-800","GTGR","FT",1,"",1,0,"N "
1505,"PA-800","BHCO",">40",2,"",0,1,"NW"
1505,"PA-800","CORA","FT",1,"",1,1,"S "
1506,"PA-C","GTGR","10-20",4,"",1,1,"W "
1506,"PA-C","BRBL","10-20",3,"",1,1,"W "
1506,"PA-C","RODO","20-40",4,"",1,0,"SW"
1506,"PA-C","EUST",">40",2,"",1,0,"N "
1506,"PA-C","RODO","FT",3,"",1,0,"N "
1506,"PA-C","CBTH",">40",1,"",0,1,"SW"
1506,"PA-C","HOFI","FT",2,"",1,1,"S "
1506,"PA-C","HOSP",">40",10,"",0,1,"S "
1506,"PA-C","GTGR","FT",3,"",1,1,"S "
1506,"PA-C","INDO","20-40",3,"",1,0,"W "
1506,"PA-C","RODO",">40",4,"",1,0,"W "
1506,"PA-C","MODO","FT",3,"",1,0,"S "
1506,"PA-C","RODO",">40",2,"",1,0,"N "
1506,"PA-C","HOSP","FT",3,"",1,1,"E "
1506,"PA-C","HOFI",">40",2,"",0,1,"S "
1506,"PA-C","ANHU","20-40",1,"",0,1,"S "
1506,"PA-C","BHCO",">40",1,"",0,1,"SW"
1506,"PA-C","CACW",">40",1,"",0,1,"S "
1507,"LI-100","EUST","20-40",6,"",1,1,"SE"
1507,"LI-100","RODO","20-40",20,"",1,0,"SE"
1507,"LI-100","HOSP","10-20",7,"",1,1,"S "
1507,"LI-100","GTGR",">40",2,"",0,1,"S "
1507,"LI-100","HOSP","20-40",10,"",0,1,"S "
1507,"LI-100","RODO","FT",5,"",1,1,"W "
1507,"LI-100","HOSP",">40",10,"",0,1,"NE"
1507,"LI-100","EUST",">40",2,"",0,1,"NE"
1507,"LI-100","MODO","FT",2,"",1,0,"E "
1507,"LI-100","MODO","FT",1,"",1,0,"N "
1507,"LI-100","CBTH","20-40",1,"",1,1,"W "
1507,"LI-100","HOSP","20-40",3,"",1,1,"NE"
1507,"LI-100","GTGR","FT",2,"",1,1,"N "
1507,"LI-100","EUST",">40",2,"",0,1,"S "
1507,"LI-100","MODO","20-40",3,"",1,0,"N "
1507,"LI-100","RODO","10-20",6,"",1,0,"SW"
1508,"LI-200","HOSP","5-10",3,"",1,1,"SE"
1508,"LI-200","HOSP","20-40",6,"",0,1,"SE"
1508,"LI-200","HOSP","20-40",4,"",0,1,"SW"
1508,"LI-200","GTGR","FT",2,"",1,1,"S "
1508,"LI-200","EUST",">40",2,"",1,1,"SE"
1508,"LI-200","RODO","20-40",9,"",1,0,"SE"
1508,"LI-200","RODO","FT",8,"",1,0,"E "
1508,"LI-200","GTGR","FT",1,"",1,0,"N "
1508,"LI-200","EUST","20-40",2,"",1,1,"N "
1508,"LI-200","HOFI","10-20",2,"",1,1,"SE"
1508,"LI-200","HOSP","20-40",10,"",0,1,"NE"
1508,"LI-200","HOSP","FT",2,"",1,1,"N "
1508,"LI-200","MODO","FT",2,"",1,0,"S "
1508,"LI-200","HOSP","10-20",4,"",1,1,"S "
1508,"LI-200","RODO","FT",3,"",1,0,"S "
1508,"LI-200","GTGR","FT",1,"",1,0,"W "
1508,"LI-200","CACW",">40",1,"",0,1,"NE"
1509,"LI-400","HOSP","10-20",3,"",1,1,"SE"
1509,"LI-400","HOSP","FT",2,"",1,1,"N "
1509,"LI-400","HOFI","FT",2,"",1,1,"NE"
1509,"LI-400","EUST","20-40",2,"",1,1,"NE"
1509,"LI-400","MODO","FT",1,"",1,0,"N "
1509,"LI-400","MODO","FT",1,"",1,0,"E "
1509,"LI-400","NOMO",">40",1,"",0,1,"NW"
1509,"LI-400","HOSP","20-40",10,"",0,1,"W "
1509,"LI-400","HOSP","FT",3,"",1,1,"W "
1509,"LI-400","INDO","20-40",2,"",0,1,"S "
1509,"LI-400","GTGR",">40",2,"",0,1,"SW"
1509,"LI-400","GTGR","FT",1,"",1,0,"S "
1509,"LI-400","EUST",">40",2,"",0,1,"NW"
1509,"LI-400","CACW","20-40",1,"",0,1,"NE"
1510,"LI-800","RODO","5-10",2,"",1,1,"N "
1510,"LI-800","EUST","FT",3,"",1,1,"N "
1510,"LI-800","HOSP","5-10",4,"",1,1,"NE"
1510,"LI-800","GTGR","20-40",2,"",0,1,"N "
1510,"LI-800","RODO","FT",5,"",1,0,"E "
1510,"LI-800","MODO","10-20",2,"",1,1,"SE"
1510,"LI-800","INDO","20-40",2,"",0,1,"SE"
1510,"LI-800","HOSP","20-40",10,"",0,1,"S "
1510,"LI-800","HOSP","FT",3,"",1,1,"N "
1510,"LI-800","MODO","FT",2,"",1,0,"E "
1510,"LI-800","INDO","FT",3,"",1,0,"E "
1510,"LI-800","GTGR",">40",2,"",0,1,"SE"
1510,"LI-800","GTGR","FT",1,"",1,0,"S "
1510,"LI-800","VERD","FT",1,"",1,1,"S "
1511,"LI-C","MODO","20-40",20,"",1,1,"W "
1511,"LI-C","INDO","20-40",11,"",1,1,"W "
1511,"LI-C","RODO",">40",10,"",1,0,"SW"
1511,"LI-C","EUST","10-20",4,"",1,1,"N "
1511,"LI-C","BRBL","FT",7,"",1,1,"S "
1511,"LI-C","NOMO","20-40",1,"",0,1,"NW"
1511,"LI-C","NRWS","FT",2,"",1,1,"W "
1511,"LI-C","GTGR","20-40",4,"",1,1,"SW"
1511,"LI-C","HOSP","10-20",4,"",1,1,"N "
1511,"LI-C","HOSP","FT",3,"",1,1,"S "
1511,"LI-C","HOSP",">40",12,"",0,1,"W "
1511,"LI-C","AUWA","20-40",2,"",1,1,"NW"
1511,"LI-C","VERD","20-40",1,"",1,1,"NW"
1511,"LI-C","HOSP","5-10",3,"",1,1,"N "
1511,"LI-C","MODO","FT",2,"",1,0,"N "
1511,"LI-C","RODO","FT",5,"",1,0,"NW"
1511,"LI-C","WCSP",">40",3,"",1,1,"NW"
1512,"AT-100","NOMO","10-20",1,"",1,1,"SW"
1512,"AT-100","RODO","20-40",4,"",1,0,"NW"
1512,"AT-100","CBTH",">40",1,"",0,1,"SW"
1512,"AT-100","GTGR","20-40",2,"",1,1,"NW"
1512,"AT-100","AUWA","10-20",2,"",1,1,"SW"
1512,"AT-100","INDO","20-40",3,"",1,1,"SE"
1512,"AT-100","INDO","FT",2,"",1,0,"S "
1512,"AT-100","GTGR","FT",1,"",1,0,"S "
1512,"AT-100","MODO","FT",2,"",1,0,"W "
1512,"AT-100","RODO",">40",5,"",1,0,"NW"
1512,"AT-100","EUST",">40",2,"",1,1,"NW"
1512,"AT-100","INDO",">40",2,"",0,1,"NE"
1512,"AT-100","MODO","FT",1,"",1,0,"E "
1512,"AT-100","HOSP","5-10",3,"",1,1,"W "
1512,"AT-100","HOSP","20-40",12,"",0,1,"NE"
1512,"AT-100","HOSP","10-20",6,"",1,1,"SE"
1512,"AT-100","EUST","FT",1,"",1,0,"S "
1512,"AT-100","BHCO","FT",2,"",1,1,"S "
1513,"AT-200","VERD","5-10",1,"",1,1,"W "
1513,"AT-200","AUWA","FT",2,"",1,1,"W "
1513,"AT-200","HOSP","10-20",4,"",1,1,"SW"
1513,"AT-200","RODO","20-40",2,"",1,0,"NW"
1513,"AT-200","CBTH","20-40",1,"",1,1,"NW"
1513,"AT-200","HOSP",">40",10,"",0,1,"NW"
1513,"AT-200","HOSP","FT",2,"",1,1,"W "
1513,"AT-200","GTGR","20-40",1,"",0,1,"NE"
1513,"AT-200","RODO","FT",2,"",1,0,"N "
1513,"AT-200","HOSP","10-20",3,"",1,1,"NW"
1513,"AT-200","MODO","FT",2,"",1,0,"W "
1513,"AT-200","INDO","FT",2,"",1,0,"SW"
1513,"AT-200","HOSP",">40",10,"",0,1,"NE"
1513,"AT-200","MODO","FT",1,"",1,0,"E "
1513,"AT-200","HOSP","5-10",3,"",1,1,"SW"
1513,"AT-200","HOSP","FT",3,"",1,1,"E "
1513,"AT-200","MODO","FT",1,"",1,0,"S "
1513,"AT-200","GIWO","FT",1,"",1,0,"S "
1514,"AT-400","ANHU","5-10",1,"",1,1,"NW"
1514,"AT-400","GIWO","FT",1,"",1,1,"W "
1514,"AT-400","HOSP","5-10",3,"",1,1,"W "
1514,"AT-400","EUST","20-40",2,"",1,1,"SW"
1514,"AT-400","CACW","10-20",1,"",1,1,"NW"
1514,"AT-400","VERD","10-20",1,"",1,1,"NW"
1514,"AT-400","CBTH",">40",1,"",0,1,"N "
1514,"AT-400","EUST",">40",2,"",0,1,"NW"
1514,"AT-400","NOMO","20-40",1,"",1,1,"E "
1514,"AT-400","HOSP","20-40",4,"",1,1,"NE"
1514,"AT-400","HOSP",">40",10,"",0,1,"E "
1514,"AT-400","MODO","FT",1,"",1,0,"E "
1514,"AT-400","MODO","FT",1,"",1,0,"S "
1514,"AT-400","RODO","FT",2,"",1,0,"S "
1514,"AT-400","HOSP","20-40",6,"",0,1,"W "
1514,"AT-400","HOSP","10-20",3,"",1,1,"SW"
1514,"AT-400","MODO","FT",1,"",1,0,"W "
1514,"AT-400","EUST","20-40",2,"",1,1,"NE"
1514,"AT-400","GTGR","FT",1,"",1,0,"S "
1515,"AT-800","HOSP","5-10",4,"",1,1,"W "
1515,"AT-800","HOFI","5-10",2,"",1,1,"W "
1515,"AT-800","MODO","10-20",2,"",1,0,"NW"
1515,"AT-800","EUST","20-40",2,"",1,1,"NE"
1515,"AT-800","RODO",">40",2,"",1,0,"NE"
1515,"AT-800","CACW","20-40",1,"",0,1,"S "
1515,"AT-800","EUST","FT",2,"",1,1,"S "
1515,"AT-800","ANHU","FT",1,"",1,1,"SW"
1515,"AT-800","MODO","FT",2,"",1,0,"W "
1515,"AT-800","HOSP",">40",10,"",0,1,"W "
1515,"AT-800","HOSP","FT",3,"",1,1,"W "
1515,"AT-800","GTGR",">40",2,"",0,1,"NW"
1515,"AT-800","RODO","FT",2,"",1,0,"SW"
1515,"AT-800","MODO","FT",1,"",1,0,"E "
1515,"AT-800","GTGR","FT",1,"",1,0,"S "
1515,"AT-800","HOSP","20-40",6,"",0,1,"NE"
1515,"AT-800","HOSP","10-20",4,"",1,1,"S "
1515,"AT-800","HOSP","5-10",3,"",1,1,"S "
1515,"AT-800","VERD","10-20",1,"",1,1,"S "
1516,"AT-C","INDO","10-20",4,"",1,1,"W "
1516,"AT-C","AUWA","10-20",2,"",1,1,"W "
1516,"AT-C","RODO",">40",6,"",1,0,"SW"
1516,"AT-C","GTGR","20-40",4,"",1,1,"W "
1516,"AT-C","EUST","20-40",3,"",1,1,"W "
1516,"AT-C","MODO","20-40",7,"",1,0,"SW"
1516,"AT-C","INDO","20-40",6,"",1,0,"SW"
1516,"AT-C","HOSP",">40",12,"",0,1,"E "
1516,"AT-C","HOSP",">40",10,"",0,1,"N "
1516,"AT-C","HOSP","5-10",6,"",1,1,"NE"
1516,"AT-C","HOFI","20-40",2,"",0,1,"N "
1516,"AT-C","NOMO",">40",1,"",0,1,"N "
1516,"AT-C","GIWO","FT",1,"",1,1,"S "
1516,"AT-C","MODO","FT",2,"",1,0,"S "
1516,"AT-C","GTGR","FT",2,"",1,1,"W "
1516,"AT-C","EUST",">40",2,"",0,1,"NE"
1516,"AT-C","CBTH","20-40",1,"",0,1,"N "
1516,"AT-C","MODO","FT",2,"",1,0,"E "
1516,"AT-C","HOSP",">40",10,"",0,1,"S "
1516,"AT-C","HOSP","FT",2,"",1,1,"SE"
1516,"AT-C","BHCO","FT",3,"",1,1,"S "
1516,"AT-C","CACW",">40",1,"",0,1,"S "
1516,"AT-C","VERD",">40",1,"",0,1,"S "
1517,"CA-100","HOFI","FT",2,"",1,1,"W "
1517,"CA-100","CACW","10-20",1,"",1,1,"W "
1517,"CA-100","GAQU",">40",3,"",0,1,"W "
1517,"CA-100","EUST","FT",2,"",1,1,"S "
1517,"CA-100","HOSP","20-40",10,"",0,1,"SW"
1517,"CA-100","MODO","FT",2,"",1,0,"S "
1517,"CA-100","INDO","10-20",2,"",1,1,"W "
1517,"CA-100","HOSP","10-20",3,"",1,1,"SW"
1517,"CA-100","HOSP","FT",3,"",1,1,"S "
1517,"CA-100","MODO","FT",1,"",1,0,"E "
1517,"CA-100","HOSP","20-40",6,"",0,1,"NW"
1517,"CA-100","HOSP","FT",2,"",1,1,"E "
1517,"CA-100","HOSP",">40",10,"",0,1,"E "
1517,"CA-100","MODO","FT",1,"",1,0,"W "
1517,"CA-100","MODO","FT",2,"",1,0,"N "
1517,"CA-100","CBTH","10-20",1,"",1,1,"E "
1518,"CA-200","ANHU","FT",1,"",1,1,"E "
1518,"CA-200","CBTH","10-20",1,"",1,1,"W "
1518,"CA-200","HOSP","10-20",2,"",1,1,"NW"
1518,"CA-200","EUST",">40",1,"",0,1,"W "
1518,"CA-200","HOFI","FT",2,"",1,1,"W "
1518,"CA-200","HOSP","20-40",6,"",0,1,"W "
1518,"CA-200","MODO","10-20",2,"",1,1,"W "
1518,"CA-200","MODO","FT",3,"",1,0,"N "
1518,"CA-200","RODO","FT",4,"",1,0,"W "
1518,"CA-200","GTGR",">40",1,"",0,1,"SW"
1518,"CA-200","GIWO","FT",1,"",1,1,"S "
1518,"CA-200","HOSP","5-10",2,"",1,1,"E "
1518,"CA-200","HOSP","FT",3,"",1,1,"W "
1518,"CA-200","HOSP","20-40",4,"",1,1,"NE"
1518,"CA-200","RODO","FT",2,"",1,0,"S "
1518,"CA-200","NOMO",">40",1,"",0,1,"NW"
1518,"CA-200","VERD","FT",1,"",1,1,"S "
1519,"CA-400","UNHA","20-40",1,"American Kestrel",1,1,"NW"
1519,"CA-400","CACW","20-40",1,"",0,1,"W "
1519,"CA-400","NOMO","10-20",1,"",1,1,"NW"
1519,"CA-400","GTGR","FT",1,"",1,1,"S "
1519,"CA-400","HOSP","5-10",2,"",1,1,"NW"
1519,"CA-400","HOSP","FT",3,"",1,1,"SW"
1519,"CA-400","VERD","10-20",1,"",1,1,"W "
1519,"CA-400","HOSP","20-40",4,"",0,1,"W "
1519,"CA-400","HOFI",">40",2,"",0,1,"S "
1519,"CA-400","EUST","20-40",1,"",0,1,"S "
1519,"CA-400","MODO","FT",2,"",1,0,"W "
1519,"CA-400","RODO","FT",4,"",1,0,"W "
1519,"CA-400","HOSP","10-20",3,"",1,1,"S "
1519,"CA-400","HOFI","FT",2,"",1,1,"S "
1519,"CA-400","HOSP","20-40",6,"",0,1,"SW"
1519,"CA-400","MODO","FT",2,"",1,0,"S "
1519,"CA-400","HOSP","FT",3,"",1,1,"E "
1520,"CA-800","CACW","20-40",1,"",1,1,"SW"
1520,"CA-800","WCSP","10-20",2,"",1,1,"SW"
1520,"CA-800","NOCA","20-40",1,"",1,1,"NW"
1520,"CA-800","GTGR","FT",2,"",1,1,"S "
1520,"CA-800","AUWA","10-20",1,"",1,1,"SE"
1520,"CA-800","GAQU",">40",2,"",0,1,"SW"
1520,"CA-800","EUST","FT",2,"",1,1,"N "
1520,"CA-800","GTGR","FT",1,"",1,0,"N "
1520,"CA-800","GIFL","FT",1,"",1,1,"S "
1520,"CA-800","GIWO","20-40",1,"",1,1,"S "
1520,"CA-800","INDO","20-40",2,"",1,0,"S "
1520,"CA-800","MODO","20-40",3,"",1,0,"S "
1520,"CA-800","MODO","FT",1,"",1,0,"SE"
1520,"CA-800","HOSP","20-40",6,"",0,1,"N "
1520,"CA-800","HOSP","FT",3,"",1,1,"W "
1520,"CA-800","BRSP","20-40",3,"",1,1,"S "
1520,"CA-800","VERD","20-40",2,"",1,1,"S "
1520,"CA-800","COHU","20-40",2,"",1,1,"S "
1521,"CA-C","HOSP","10-20",3,"",1,1,"SW"
1521,"CA-C","HOFI","FT",2,"",1,1,"S "
1521,"CA-C","VERD","20-40",1,"",1,1,"SE"
1521,"CA-C","GIWO",">40",1,"",0,1,"SW"
1521,"CA-C","WIWA","20-40",2,"",1,1,"SE"
1521,"CA-C","CBTH","20-40",1,"",1,1,"W "
1521,"CA-C","MODO",">40",7,"",1,0,"W "
1521,"CA-C","INDO",">40",6,"",1,0,"SW"
1521,"CA-C","RODO","FT",3,"",1,0,"W "
1521,"CA-C","HOLA","20-40",12,"",1,1,"NW"
1521,"CA-C","TRES","FT",2,"",1,0,"S "
1521,"CA-C","HOSP",">40",10,"",0,1,"S "
1521,"CA-C","RODO","FT",3,"",1,0,"S "
